date,sell_quantity,sell_value,buy_quantity,buy_value,daily_balance,inventory,avg_temperature,precipitation,incc,fuel_price,is_holiday
2024-11-27,151.0,33.22,,28.3,-151,1684,28.4,0.0,0.004,6.09,0
2024-11-28,151.0,35.16,280.0,28.3,129,1813,26.4,21.5,0.004,6.09,0
2024-11-29,115.0,34.59,,28.3,-115,1698,23.5,7.8,0.004,6.09,0
2024-11-30,1.0,34.9,280.0,28.3,279,1977,26.1,0.9,0.004,6.09,0
2024-12-01,,,,28.3,0,1977,27.2,0.2,0.005,6.11,0
2024-12-02,102.0,34.89,,28.3,-102,1875,23.0,18.8,0.005,6.11,0
2024-12-03,41.0,35.26,,28.3,-41,1834,22.5,45.2,0.005,6.11,0
2024-12-04,49.0,34.49,280.0,28.3,231,2065,21.7,1.7,0.005,6.11,0
2024-12-05,94.0,32.66,,28.3,-94,1971,22.7,15.6,0.005,6.11,0
2024-12-06,71.0,34.24,,28.3,-71,1900,25.2,1.0,0.005,6.11,0
2024-12-07,24.0,33.67,,28.3,-24,1876,27.2,0.0,0.005,6.11,0
2024-12-08,,,,28.3,0,1876,23.2,0.5,0.005,6.12,0
2024-12-09,83.0,34.2,,28.3,-83,1793,23.9,6.8,0.005,6.12,0
2024-12-10,141.0,34.79,,28.3,-141,1652,23.8,,0.005,6.12,0
2024-12-11,25.0,35.63,280.0,28.3,255,1907,23.0,,0.005,6.12,0
2024-12-12,82.0,35.41,,28.3,-82,1825,23.5,,0.005,6.12,0
2024-12-13,56.0,34.45,,28.3,-56,1769,24.0,,0.005,6.12,0
2024-12-14,21.0,35.7,280.0,28.3,259,2028,21.7,29.9,0.005,6.12,0
2024-12-15,,,,28.3,0,2028,24.7,10.0,0.005,6.09,0
2024-12-16,115.0,33.73,,28.3,-115,1913,24.0,0.0,0.005,6.09,0
2024-12-17,129.0,33.64,,28.3,-129,1784,24.2,0.0,0.005,6.09,0
2024-12-18,79.0,35.06,280.0,27.79,201,1985,24.9,0.0,0.005,6.09,0
2024-12-19,152.0,34.14,,27.79,-152,1833,25.5,0.0,0.005,6.09,0
2024-12-20,113.0,34.38,280.0,27.79,167,2000,23.9,19.2,0.005,6.09,0
2024-12-21,50.0,32.9,,27.79,-50,1950,22.7,33.7,0.005,6.09,0
2024-12-22,,,,27.79,0,1950,23.5,5.0,0.005,6.13,0
2024-12-23,63.0,33.12,,27.79,-63,1887,24.4,1.3,0.005,6.13,0
2024-12-24,,,,27.79,0,1887,24.7,0.0,0.005,6.13,0
2024-12-25,,,,27.79,0,1887,23.9,12.2,0.005,6.13,1
2024-12-26,24.0,35.05,200.0,23.8,176,2063,21.9,22.7,0.005,6.13,0
2024-12-27,,,,23.8,0,2063,24.4,12.9,0.005,6.13,0
2024-12-28,16.0,34.13,,23.8,-16,2047,25.0,2.4,0.005,6.13,0
2024-12-29,,,,23.8,0,2047,23.0,1.4,0.005,6.12,0
2024-12-30,,,,23.8,0,82,23.7,0.2,0.005,6.12,0
2024-12-31,,,,23.8,0,82,24.7,0.0,0.005,6.12,0
2025-01-01,,,,23.8,0,82,24.7,4.3,0.0083,6.12,1
2025-01-02,154.0,33.43,200.0,23.74,46,128,24.5,2.9,0.0083,6.12,0
2025-01-03,74.0,33.27,,23.74,-74,54,24.5,9.9,0.0083,6.12,0
2025-01-04,6.0,34.77,280.0,27.79,274,328,23.6,5.8,0.0083,6.12,0
2025-01-05,,,,27.79,0,328,25.1,0.0,0.0083,6.14,0
2025-01-06,90.0,34.0,,27.79,-90,238,25.5,0.0,0.0083,6.14,0
2025-01-07,121.0,34.77,,27.79,-121,115,24.5,0.6,0.0083,6.14,0
2025-01-08,56.0,34.94,280.0,27.79,224,339,24.4,0.9,0.0083,6.14,0
2025-01-09,134.0,33.68,,27.79,-134,205,23.9,0.7,0.0083,6.14,0
2025-01-10,56.0,35.52,,27.79,-56,149,24.0,0.0,0.0083,6.14,0
2025-01-11,1.0,34.5,,27.79,-1,148,24.8,0.8,0.0083,6.14,0
2025-01-12,,,,27.79,0,148,24.0,8.0,0.0083,6.13,0
2025-01-13,168.0,32.81,240.0,23.74,72,220,24.0,0.4,0.0083,6.13,0
2025-01-14,186.0,32.38,,23.74,-186,34,23.6,0.0,0.0083,6.13,0
2025-01-15,81.0,33.69,280.0,27.79,199,233,23.8,1.6,0.0083,6.13,0
2025-01-16,14.0,33.7,,27.79,-14,219,23.1,35.2,0.0083,6.13,0
2025-01-17,51.0,34.1,,27.79,-51,168,22.8,30.7,0.0083,6.13,0
2025-01-18,28.0,33.3,,27.79,-28,140,25.3,1.5,0.0083,6.13,0
2025-01-19,,,,27.79,0,140,27.6,1.0,0.0083,6.17,0
2025-01-20,27.0,33.55,,27.79,-27,113,25.9,0.0,0.0083,6.17,0
2025-01-21,92.0,32.58,160.0,27.79,68,181,26.7,0.0,0.0083,6.17,0
2025-01-22,77.0,35.39,200.0,27.79,123,304,26.7,0.2,0.0083,6.17,0
2025-01-23,106.0,34.1,,27.79,-106,198,25.6,1.2,0.0083,6.17,0
2025-01-24,19.0,33.67,,27.79,-19,179,25.0,2.2,0.0083,6.17,0
2025-01-25,23.0,32.97,,27.79,-23,156,27.0,8.3,0.0083,6.17,0
2025-01-26,,,,27.79,0,156,26.1,7.8,0.0083,6.16,0
2025-01-27,30.0,31.47,280.0,27.79,250,406,24.6,11.4,0.0083,6.16,0
2025-01-28,114.0,32.91,,27.79,-114,292,23.5,7.0,0.0083,6.16,0
2025-01-29,107.0,32.18,,27.79,-107,185,24.3,6.8,0.0083,6.16,0
2025-01-30,115.0,33.67,280.0,23.43,165,350,24.0,8.7,0.0083,6.16,0
2025-01-31,33.0,31.29,,23.43,-33,317,23.2,36.6,0.0083,6.16,0
2025-02-01,,,,23.43,0,317,23.3,30.8,0.004,6.16,0
2025-02-02,,,,23.43,0,317,23.9,29.2,0.004,6.43,0
2025-02-03,42.0,33.58,200.0,27.79,158,475,23.1,17.0,0.004,6.43,0
2025-02-04,37.0,34.7,,27.79,-37,438,23.0,3.1,0.004,6.43,0
2025-02-05,266.0,32.48,,27.79,-266,172,23.8,3.6,0.004,6.43,0
2025-02-06,215.0,32.15,320.0,27.79,105,277,24.6,3.3,0.004,6.43,0
2025-02-07,94.0,34.13,,27.79,-94,183,24.9,12.3,0.004,6.43,0
2025-02-08,10.0,32.5,,27.79,-10,173,24.9,0.2,0.004,6.43,0
2025-02-09,,,,27.79,0,173,25.4,0.0,0.004,6.46,0
2025-02-10,68.0,33.33,,27.79,-68,105,24.1,8.9,0.004,6.46,0
2025-02-11,71.0,32.58,,27.79,-71,34,25.5,0.0,0.004,6.46,0
2025-02-12,98.0,32.47,375.0,27.33,277,311,23.5,4.1,0.004,6.46,0
2025-02-13,105.0,33.48,,27.33,-105,206,24.5,3.4,0.004,6.46,0
2025-02-14,46.0,33.22,,27.33,-46,160,24.0,6.3,0.004,6.46,0
2025-02-15,6.0,33.7,,27.33,-6,154,25.9,1.2,0.004,6.46,0
2025-02-16,,,,27.33,0,154,27.5,0.1,0.004,6.45,0
2025-02-17,29.0,32.83,240.0,24.89,211,365,27.5,0.0,0.004,6.45,0
2025-02-18,92.0,33.25,,24.89,-92,273,24.4,1.2,0.004,6.45,0
2025-02-19,80.0,31.0,,24.89,-80,193,25.7,0.9,0.004,6.45,0
2025-02-20,63.0,33.14,280.0,28.9,217,410,26.9,1.9,0.004,6.45,0
2025-02-21,59.0,33.76,,28.9,-59,351,26.5,2.8,0.004,6.45,0
2025-02-22,12.0,33.93,,28.9,-12,339,26.4,3.0,0.004,6.45,0
2025-02-23,,,,28.9,0,339,26.6,0.1,0.004,6.46,0
2025-02-24,102.0,33.92,280.0,28.9,178,517,26.8,0.0,0.004,6.46,0
2025-02-25,65.0,34.03,,28.9,-65,452,25.6,0.0,0.004,6.46,0
2025-02-26,85.0,35.51,320.0,28.9,235,687,25.8,0.5,0.004,6.46,0
2025-02-27,114.0,33.97,,28.9,-114,573,26.9,0.0,0.004,6.46,0
2025-02-28,69.0,33.85,,28.9,-69,504,27.6,0.5,0.004,6.46,0
2025-03-01,11.0,35.95,,28.9,-11,493,27.3,0.0,0.0039000000000000003,6.46,0
2025-03-02,,,,28.9,0,493,27.3,0.0,0.0039000000000000003,6.43,0
2025-03-03,41.0,34.68,280.0,24.95,239,732,27.6,0.0,0.0039000000000000003,6.43,0
2025-03-04,,,,24.95,0,732,25.5,0.2,0.0039000000000000003,6.43,0
2025-03-05,283.0,32.83,,24.95,-283,449,25.9,0.4,0.0039000000000000003,6.43,0
2025-03-06,91.0,33.22,,24.95,-91,358,26.5,0.0,0.0039000000000000003,6.43,0
2025-03-07,186.0,34.08,320.0,28.7,134,492,25.9,0.0,0.0039000000000000003,6.43,0
2025-03-08,24.0,34.82,,28.7,-24,468,26.4,0.0,0.0039000000000000003,6.43,0
2025-03-09,,,,28.7,0,468,27.8,0.0,0.0039000000000000003,6.45,0
2025-03-10,84.0,33.4,,28.7,-84,384,26.2,4.1,0.0039000000000000003,6.45,0
2025-03-11,133.0,35.09,,28.7,-133,251,24.5,4.6,0.0039000000000000003,6.45,0
2025-03-12,136.0,35.52,,28.7,-136,115,26.4,1.8,0.0039000000000000003,6.45,0
2025-03-13,83.0,34.63,280.0,29.5,197,312,26.1,0.0,0.0039000000000000003,6.45,0
2025-03-14,63.0,34.1,,29.5,-63,249,26.4,0.7,0.0039000000000000003,6.45,0
2025-03-15,,,80.0,29.5,80,329,25.8,,0.0039000000000000003,6.45,0
2025-03-16,,,,29.5,0,329,24.6,,0.0039000000000000003,6.46,0
2025-03-17,107.0,34.46,320.0,29.5,213,542,24.0,,0.0039000000000000003,6.46,0
2025-03-18,58.0,34.83,,29.5,-58,484,24.2,,0.0039000000000000003,6.46,0
2025-03-19,171.0,34.29,,29.5,-171,313,22.8,,0.0039000000000000003,6.46,0
2025-03-20,94.0,35.6,280.0,26.37,186,499,22.8,,0.0039000000000000003,6.46,0
2025-03-21,55.0,34.13,320.0,29.5,265,764,22.6,,0.0039000000000000003,6.46,0
2025-03-22,16.0,34.25,,29.5,-16,748,24.4,2.0,0.0039000000000000003,6.46,0
2025-03-23,,,,29.5,0,748,22.8,14.7,0.0039000000000000003,6.44,0
2025-03-24,95.0,34.77,,29.5,-95,653,23.5,3.2,0.0039000000000000003,6.44,0
2025-03-25,195.0,33.59,,29.5,-195,458,25.9,0.8,0.0039000000000000003,6.44,0
2025-03-26,31.0,33.17,,29.5,-31,427,23.3,8.2,0.0039000000000000003,6.44,0
2025-03-27,56.0,33.99,120.0,30.5,64,491,24.0,0.0,0.0039000000000000003,6.44,0
2025-03-28,9.0,36.57,,30.5,-9,482,24.2,0.3,0.0039000000000000003,6.44,0
2025-03-29,46.0,34.97,,30.5,-46,436,25.5,2.8,0.0039000000000000003,6.44,0
2025-03-30,,,,30.5,0,436,24.6,4.7,0.0039000000000000003,6.42,0
2025-03-31,49.0,34.1,,30.5,-49,387,22.5,3.7,0.0039000000000000003,6.42,0
2025-04-01,60.0,35.0,390.0,30.5,330,717,24.0,0.0,0.0052,6.42,0
2025-04-02,78.0,34.79,,30.5,-78,639,26.1,0.0,0.0052,6.42,0
2025-04-03,199.0,34.64,,30.5,-199,440,25.5,8.5,0.0052,6.42,0
2025-04-04,60.0,34.69,,30.5,-60,380,25.0,0.8,0.0052,6.42,0
2025-04-05,13.0,35.2,320.0,30.5,307,687,21.4,0.0,0.0052,6.42,0
2025-04-06,,,,30.5,0,687,21.2,0.0,0.0052,6.35,0
2025-04-07,164.0,35.64,,30.5,-164,523,22.0,0.0,0.0052,6.35,0
2025-04-08,340.0,35.77,,30.5,-340,183,23.0,0.0,0.0052,6.35,0
2025-04-09,221.0,33.97,90.0,32.0,-131,52,24.3,5.3,0.0052,6.35,0
2025-04-10,46.0,36.63,240.0,32.0,194,246,24.2,10.0,0.0052,6.35,0
2025-04-11,31.0,35.57,,32.0,-31,215,23.5,0.0,0.0052,6.35,0
2025-04-12,,,,32.0,0,215,23.1,0.0,0.0052,6.35,0
2025-04-13,,,,32.0,0,215,22.6,7.4,0.0052,6.34,0
2025-04-14,230.0,35.35,200.0,30.49,-30,185,23.3,0.6,0.0052,6.34,0
2025-04-15,130.0,35.76,220.0,30.49,90,275,21.4,13.8,0.0052,6.34,0
2025-04-16,148.0,34.72,200.0,30.49,52,327,21.1,10.7,0.0052,6.34,0
2025-04-17,21.0,35.23,,30.49,-21,306,23.0,,0.0052,6.34,0
2025-04-18,,,,30.49,0,306,22.8,,0.0052,6.34,1
2025-04-19,4.0,35.9,,30.49,-4,302,22.6,,0.0052,6.34,0
2025-04-20,,,,30.49,0,302,22.4,,0.0052,6.33,0
2025-04-21,,,,30.49,0,302,21.6,,0.0052,6.33,1
2025-04-22,93.0,35.68,200.0,30.49,107,409,20.6,,0.0052,6.33,0
2025-04-23,182.0,31.23,,30.49,-182,227,21.3,0.0,0.0052,6.33,0
2025-04-24,60.0,34.94,,30.49,-60,167,21.1,11.6,0.0052,6.33,0
2025-04-25,142.0,34.92,450.0,30.22,308,475,20.3,11.8,0.0052,6.33,0
2025-04-26,,,,30.22,0,475,21.6,1.6,0.0052,6.33,0
2025-04-27,,,,30.22,0,475,22.3,0.1,0.0052,6.29,0
2025-04-28,39.0,35.17,,30.22,-39,436,21.7,7.6,0.0052,6.29,0
2025-04-29,107.0,34.71,,30.22,-107,329,21.0,0.3,0.0052,6.29,0
2025-04-30,11.0,35.2,,30.22,-11,318,19.4,0.0,0.0052,6.29,0
