,date,is_holiday,holiday_name
318,2024-11-14,0,None
319,2024-11-15,1,Proclamação da República
320,2024-11-16,0,None
321,2024-11-17,0,None
322,2024-11-18,0,None
323,2024-11-19,0,None
324,2024-11-20,1,Dia Nacional de Zumbi e da Consciência Negra
325,2024-11-21,0,None
326,2024-11-22,0,None
327,2024-11-23,0,None
328,2024-11-24,0,None
329,2024-11-25,0,None
330,2024-11-26,0,None
331,2024-11-27,0,None
332,2024-11-28,0,None
333,2024-11-29,0,None
334,2024-11-30,0,None
335,2024-12-01,0,None
336,2024-12-02,0,None
337,2024-12-03,0,None
338,2024-12-04,0,None
339,2024-12-05,0,None
340,2024-12-06,0,None
341,2024-12-07,0,None
342,2024-12-08,0,None
343,2024-12-09,0,None
344,2024-12-10,0,None
345,2024-12-11,0,None
346,2024-12-12,0,None
347,2024-12-13,0,None
348,2024-12-14,0,None
349,2024-12-15,0,None
350,2024-12-16,0,None
351,2024-12-17,0,None
352,2024-12-18,0,None
353,2024-12-19,0,None
354,2024-12-20,0,None
355,2024-12-21,0,None
356,2024-12-22,0,None
357,2024-12-23,0,None
358,2024-12-24,0,None
359,2024-12-25,1,Natal
360,2024-12-26,0,None
361,2024-12-27,0,None
362,2024-12-28,0,None
363,2024-12-29,0,None
364,2024-12-30,0,None
365,2024-12-31,0,None
366,2025-01-01,1,Confraternização Universal
367,2025-01-02,0,None
368,2025-01-03,0,None
369,2025-01-04,0,None
370,2025-01-05,0,None
371,2025-01-06,0,None
372,2025-01-07,0,None
373,2025-01-08,0,None
374,2025-01-09,0,None
375,2025-01-10,0,None
376,2025-01-11,0,None
377,2025-01-12,0,None
378,2025-01-13,0,None
379,2025-01-14,0,None
380,2025-01-15,0,None
381,2025-01-16,0,None
382,2025-01-17,0,None
383,2025-01-18,0,None
384,2025-01-19,0,None
385,2025-01-20,0,None
386,2025-01-21,0,None
387,2025-01-22,0,None
388,2025-01-23,0,None
389,2025-01-24,0,None
390,2025-01-25,0,None
391,2025-01-26,0,None
392,2025-01-27,0,None
393,2025-01-28,0,None
394,2025-01-29,0,None
395,2025-01-30,0,None
396,2025-01-31,0,None
397,2025-02-01,0,None
398,2025-02-02,0,None
399,2025-02-03,0,None
400,2025-02-04,0,None
401,2025-02-05,0,None
402,2025-02-06,0,None
403,2025-02-07,0,None
404,2025-02-08,0,None
405,2025-02-09,0,None
406,2025-02-10,0,None
407,2025-02-11,0,None
408,2025-02-12,0,None
409,2025-02-13,0,None
410,2025-02-14,0,None
411,2025-02-15,0,None
412,2025-02-16,0,None
413,2025-02-17,0,None
414,2025-02-18,0,None
415,2025-02-19,0,None
416,2025-02-20,0,None
417,2025-02-21,0,None
418,2025-02-22,0,None
419,2025-02-23,0,None
420,2025-02-24,0,None
421,2025-02-25,0,None
422,2025-02-26,0,None
423,2025-02-27,0,None
424,2025-02-28,0,None
425,2025-03-01,0,None
426,2025-03-02,0,None
427,2025-03-03,0,None
428,2025-03-04,0,None
429,2025-03-05,0,None
430,2025-03-06,0,None
431,2025-03-07,0,None
432,2025-03-08,0,None
433,2025-03-09,0,None
434,2025-03-10,0,None
435,2025-03-11,0,None
436,2025-03-12,0,None
437,2025-03-13,0,None
438,2025-03-14,0,None
439,2025-03-15,0,None
440,2025-03-16,0,None
441,2025-03-17,0,None
442,2025-03-18,0,None
443,2025-03-19,0,None
444,2025-03-20,0,None
445,2025-03-21,0,None
446,2025-03-22,0,None
447,2025-03-23,0,None
448,2025-03-24,0,None
449,2025-03-25,0,None
450,2025-03-26,0,None
451,2025-03-27,0,None
452,2025-03-28,0,None
453,2025-03-29,0,None
454,2025-03-30,0,None
455,2025-03-31,0,None
456,2025-04-01,0,None
457,2025-04-02,0,None
458,2025-04-03,0,None
459,2025-04-04,0,None
460,2025-04-05,0,None
461,2025-04-06,0,None
462,2025-04-07,0,None
463,2025-04-08,0,None
464,2025-04-09,0,None
465,2025-04-10,0,None
466,2025-04-11,0,None
467,2025-04-12,0,None
468,2025-04-13,0,None
469,2025-04-14,0,None
470,2025-04-15,0,None
471,2025-04-16,0,None
472,2025-04-17,0,None
473,2025-04-18,1,Sexta-feira Santa
474,2025-04-19,0,None
475,2025-04-20,0,None
476,2025-04-21,1,Tiradentes
477,2025-04-22,0,None
478,2025-04-23,0,None
479,2025-04-24,0,None
480,2025-04-25,0,None
481,2025-04-26,0,None
482,2025-04-27,0,None
483,2025-04-28,0,None
484,2025-04-29,0,None
485,2025-04-30,0,None
